SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,
+95s,2.048,4,10,protocol,7.5,150,616,4.10667,86,84,0.976744,0.922764,0.671429,0.444094,0.400568,0.297468,0.261111,0.261111,0.261111,0.261111,0.417858,10
+96s,2.048,4,10,protocol,7.5,150,640,4.26667,110,103,0.936364,0.90625,0.61087,0.439063,0.390278,0.295789,0.252244,0.252244,0.252244,0.252244,0.417241,10
+97s,2.048,4,10,protocol,7.5,150,702,4.68,132,129,0.977273,0.958333,0.710417,0.532813,0.472299,0.350823,0.299123,0.299123,0.299123,0.299123,0.416777,10
+98s,2.048,4,10,protocol,7.5,150,733,4.88667,124,121,0.975806,0.962069,0.772152,0.577287,0.485411,0.36747,0.317708,0.317708,0.317708,0.317708,0.416226,10
+99s,0.512,1,10,protocol,7.5,150,762,5.08,135,131,0.97037,0.941667,0.854626,0.625806,0.485,0.380392,0.328814,0.328814,0.328814,0.328814,0.416027,10
+100s,0,0,10,protocol,7.5,150,764,5.09333,100,100,1,0.980663,0.813808,0.611635,0.468675,0.374038,0.333048,0.333048,0.333048,0.333048,0.415875,10
+101s,0,0,10,protocol,7.5,150,742,4.94667,140,140,1,0.971053,0.814583,0.596037,0.438341,0.370968,0.338821,0.338821,0.338821,0.338821,0.415953,10
+102s,1.536,3,10,protocol,7.5,150,720,4.8,160,160,1,1,0.85102,0.628012,0.449353,0.393396,0.367077,0.367077,0.367077,0.367077,0.415796,10
+103s,2.048,4,10,protocol,7.5,150,716,4.77333,164,164,1,0.976064,0.776062,0.598214,0.42766,0.372222,0.356383,0.356383,0.356383,0.356383,0.415299,10
+104s,2.048,4,10,protocol,7.5,150,753,5.02,179,179,1,0.988764,0.770909,0.582418,0.445378,0.392593,0.368696,0.368696,0.368696,0.368696,0.414999,10
+105s,2.048,4,10,protocol,7.5,160,757,4.73125,160,156,0.975,0.931694,0.732759,0.523399,0.420792,0.354167,0.316692,0.316692,0.316692,0.316692,0.414634,10
+106s,0,0,10,protocol,7.5,160,711,4.44375,134,132,0.985075,0.944149,0.706897,0.488095,0.39499,0.341098,0.291607,0.291607,0.291607,0.291607,0.414634,10
+107s,0,0,10,protocol,7.5,160,680,4.25,127,124,0.976378,0.917197,0.608197,0.428406,0.350662,0.30261,0.261268,0.261268,0.261268,0.261268,0.414713,10
+108s,0,0,10,protocol,7.5,160,712,4.45,156,153,0.980769,0.951807,0.607903,0.43573,0.375235,0.318471,0.276625,0.276625,0.276625,0.276625,0.415285,10
+109s,2.048,4,10,protocol,7.5,160,670,4.1875,160,158,0.9875,0.891429,0.527697,0.374741,0.335185,0.27259,0.247945,0.247945,0.247945,0.247945,0.415879,10
+110s,2.048,4,10,protocol,7.5,160,653,4.08125,160,152,0.95,0.843931,0.508403,0.367409,0.334254,0.261527,0.24863,0.24863,0.24863,0.24863,0.415379,10
+111s,2.048,4,10,protocol,7.5,160,757,4.73125,156,152,0.974359,0.90411,0.567024,0.423,0.378354,0.304755,0.289726,0.289726,0.289726,0.289726,0.415363,10
+112s,2.048,4,10,protocol,7.5,160,714,4.4625,142,138,0.971831,0.897619,0.574271,0.432136,0.365709,0.313768,0.296372,0.296372,0.296372,0.296372,0.41555,10
+113s,2.048,4,10,protocol,7.5,160,752,4.7,186,185,0.994624,0.907834,0.618852,0.452096,0.376872,0.328261,0.308583,0.308583,0.308583,0.308583,0.415515,10
+114s,2.048,4,10,protocol,7.5,160,805,5.03125,244,235,0.963115,0.950495,0.68956,0.510163,0.404839,0.362193,0.343836,0.343836,0.343836,0.343836,0.415519,10
+115s,2.048,4,10,protocol,7.5,160,827,5.16875,314,314,1,0.982684,0.75744,0.49902,0.395186,0.363571,0.352006,0.352006,0.352006,0.352006,0.415545,10
+116s,2.048,4,10,protocol,7.5,160,836,5.225,342,333,0.973684,0.967611,0.826923,0.511905,0.392097,0.363893,0.357836,0.357836,0.357836,0.357836,0.415551,10
+117s,2.048,4,10,protocol,7.5,160,848,5.3,358,352,0.98324,0.982,0.86755,0.52505,0.402458,0.369014,0.362881,0.362881,0.362881,0.362881,0.415488,10
+118s,2.048,4,10,protocol,7.5,160,844,5.275,390,380,0.974359,0.97,0.794833,0.541408,0.406687,0.36831,0.363194,0.363194,0.363194,0.363194,0.416108,10
+119s,5.12,10,10,protocol,7.5,160,890,5.5625,404,402,0.99505,0.981707,0.808605,0.586022,0.423795,0.383803,0.378472,0.378472,0.378472,0.378472,0.417134,10
+120s,4.096,8,10,protocol,7.5,160,916,5.725,412,401,0.973301,0.952479,0.867647,0.641304,0.464933,0.417847,0.404664,0.404664,0.404664,0.404664,0.417566,10
+121s,4.096,8,10,protocol,7.5,160,986,6.1625,372,372,1,0.978799,0.951662,0.706278,0.547826,0.443662,0.428863,0.428863,0.428863,0.428863,0.417727,10
+122s,3.072,6,10,protocol,7.5,160,947,5.91875,348,348,1,0.989865,0.909763,0.73741,0.554054,0.434936,0.415541,0.415541,0.415541,0.415541,0.418223,10
+123s,2.048,4,10,protocol,7.5,160,925,5.78125,318,318,1,0.996667,0.913947,0.775819,0.56,0.441261,0.419048,0.419048,0.419048,0.419048,0.41863,10
+124s,2.048,4,10,protocol,7.5,160,906,5.6625,321,303,0.943925,0.935714,0.859467,0.783019,0.554389,0.446237,0.400138,0.400138,0.400138,0.400138,0.419035,10
+125s,2.048,4,10,protocol,7.5,160,887,5.54375,288,285,0.989583,0.932331,0.843373,0.742706,0.561122,0.450523,0.386207,0.386207,0.386207,0.386207,0.419431,10
+126s,2.048,4,10,protocol,7.5,190,1026,5.4,320,320,1,0.946274,0.783816,0.660896,0.515079,0.442701,0.355033,0.355033,0.355033,0.355033,0.419738,10
+127s,2.048,4,10,protocol,7.5,200,1077,5.385,312,300,0.961538,0.947269,0.839329,0.724638,0.551181,0.471063,0.377562,0.377562,0.377562,0.377562,0.41974,10
+128s,2.048,4,10,protocol,7.5,200,974,4.87,260,251,0.965385,0.904135,0.723971,0.620332,0.474603,0.397606,0.329477,0.329477,0.329477,0.329477,0.420599,10
+129s,2.048,4,10,protocol,7.5,200,966,4.83,222,220,0.990991,0.961089,0.736908,0.628723,0.469048,0.39243,0.327605,0.327605,0.327605,0.327605,0.42068,10
+130s,0.512,1,10,protocol,7.5,200,822,4.11,200,187,0.935,0.869141,0.623656,0.487395,0.37299,0.303665,0.260674,0.260674,0.260674,0.260674,0.420893,10
+131s,0,0,10,protocol,7.5,200,921,4.605,192,192,1,0.92437,0.734694,0.552632,0.410423,0.322251,0.28866,0.28866,0.28866,0.28866,0.420455,10
+132s,0,0,10,protocol,7.5,200,907,4.535,200,195,0.975,0.942922,0.824916,0.553047,0.410385,0.309343,0.282258,0.282258,0.282258,0.282258,0.419989,10
+133s,0,0,10,protocol,7.5,200,845,4.225,196,190,0.969388,0.954327,0.781034,0.532315,0.391192,0.290385,0.264912,0.264912,0.264912,0.264912,0.419518,10
+134s,0,0,10,protocol,7.5,200,773,3.865,168,167,0.994048,0.926471,0.689895,0.487085,0.342561,0.250633,0.234043,0.234043,0.234043,0.234043,0.418889,10
+135s,0,0,10,protocol,7.5,200,781,3.905,150,149,0.993333,0.95,0.71978,0.52965,0.337629,0.251923,0.227168,0.227168,0.227168,0.227168,0.418462,10
+136s,0,0,10,protocol,7.5,200,745,3.725,140,140,1,0.9525,0.697802,0.512097,0.328448,0.246442,0.217714,0.217714,0.217714,0.217714,0.418681,10
+137s,1.536,3,10,protocol,7.5,200,742,3.71,140,140,1,0.908163,0.655797,0.47013,0.30217,0.234456,0.2036,0.2036,0.2036,0.2036,0.418706,10
+138s,2.048,4,10,protocol,7.5,200,767,3.835,140,140,1,0.933702,0.689091,0.485897,0.315308,0.243261,0.217566,0.217566,0.217566,0.217566,0.418987,10
+139s,2.048,4,10,protocol,7.5,200,749,3.745,140,138,0.985714,0.967456,0.690972,0.515544,0.331667,0.252538,0.226394,0.226394,0.226394,0.226394,0.418999,10
+140s,2.048,4,10,protocol,7.5,200,745,3.725,150,147,0.98,0.881081,0.621993,0.443627,0.297209,0.22796,0.198031,0.198031,0.198031,0.198031,0.420253,10
+141s,2.048,4,10,protocol,7.5,200,775,3.875,164,164,1,0.925824,0.646865,0.471154,0.314607,0.252577,0.216814,0.216814,0.216814,0.216814,0.420352,10
+142s,2.048,4,10,protocol,7.5,200,807,4.035,180,180,1,0.927027,0.659236,0.472603,0.338789,0.276738,0.231803,0.231803,0.231803,0.231803,0.420272,10
+143s,2.048,4,10,protocol,7.5,200,862,4.31,210,210,1,0.954787,0.775,0.505435,0.375,0.318493,0.264205,0.264205,0.264205,0.264205,0.420051,10
+144s,2.048,4,10,protocol,7.5,200,945,4.725,240,236,0.983333,0.940594,0.775244,0.511828,0.359517,0.320323,0.275463,0.275463,0.275463,0.275463,0.419845,10
+145s,2.048,4,10,protocol,7.5,200,856,4.28,254,247,0.972441,0.915909,0.686154,0.494457,0.334584,0.302168,0.266428,0.266428,0.266428,0.266428,0.421609,10
+146s,2.048,4,10,protocol,7.5,200,857,4.285,270,267,0.988889,0.936364,0.660606,0.489888,0.331307,0.299862,0.257683,0.257683,0.257683,0.257683,0.421441,10
+147s,2.048,4,10,protocol,7.5,210,966,4.6,322,320,0.993789,0.9625,0.68608,0.5,0.357249,0.322,0.271348,0.271348,0.271348,0.271348,0.421457,10
+148s,2.048,4,10,protocol,7.5,210,1020,4.85714,350,346,0.988571,0.97,0.718056,0.511881,0.379589,0.344667,0.288827,0.288827,0.288827,0.288827,0.421422,10
+149s,2.048,4,10,protocol,7.5,210,989,4.70952,348,338,0.971264,0.952941,0.729167,0.504808,0.383772,0.347682,0.292969,0.292969,0.292969,0.292969,0.42123,10
+150s,2.048,4,10,protocol,7.5,210,1088,5.18095,330,329,0.99697,0.982625,0.803789,0.575581,0.441964,0.383721,0.33,0.33,0.33,0.33,0.42134,10
+151s,2.048,4,10,protocol,7.5,210,1101,5.24286,320,320,1,0.96,0.795699,0.596774,0.447806,0.371393,0.325633,0.325633,0.325633,0.325633,0.421763,10
+152s,2.048,4,10,protocol,7.5,210,1077,5.12857,300,298,0.993333,0.957447,0.744216,0.584848,0.434685,0.355651,0.318132,0.318132,0.318132,0.318132,0.421527,10
+153s,2.048,4,10,protocol,7.5,210,1030,4.90476,298,298,1,0.967033,0.724359,0.601064,0.416053,0.344093,0.310099,0.310099,0.310099,0.310099,0.421124,10
+154s,2.048,4,10,protocol,7.5,210,1027,4.89048,318,318,1,0.981413,0.767016,0.636957,0.418571,0.353012,0.323757,0.323757,0.323757,0.323757,0.42082,10
+155s,2.048,4,10,protocol,7.5,210,977,4.65238,322,320,0.993789,0.966667,0.783784,0.613108,0.39726,0.350242,0.322222,0.322222,0.322222,0.322222,0.420763,10
+156s,2.56,5,10,protocol,7.5,210,948,4.51429,318,310,0.974843,0.935018,0.737333,0.570103,0.384562,0.333133,0.297632,0.297632,0.297632,0.297632,0.422337,10
+157s,2.56,5,10,protocol,7.5,220,1031,4.68636,268,266,0.992537,0.951827,0.753731,0.58835,0.400264,0.344318,0.308554,0.308554,0.308554,0.308554,0.421995,10
+158s,4.608,9,10,protocol,7.5,220,1144,5.2,228,226,0.991228,0.964401,0.765207,0.591722,0.417663,0.354966,0.310924,0.310924,0.310924,0.310924,0.421447,10
+159s,4.096,8,10,protocol,7.5,220,1129,5.13182,220,214,0.972727,0.914077,0.757317,0.548587,0.41622,0.352841,0.304114,0.304114,0.304114,0.304114,0.421147,10
+160s,4.096,8,10,protocol,7.5,230,1090,4.73913,232,232,1,0.941818,0.767157,0.53413,0.39746,0.336559,0.284029,0.284029,0.284029,0.284029,0.421532,10
+161s,4.096,8,10,protocol,7.5,230,1040,4.52174,264,259,0.981061,0.90613,0.653625,0.469421,0.364103,0.301807,0.250662,0.250662,0.250662,0.250662,0.421276,10
+162s,4.096,8,10,protocol,7.5,230,1057,4.59565,280,277,0.989286,0.949799,0.614483,0.465323,0.368455,0.311555,0.246792,0.246792,0.246792,0.246792,0.420922,10
+163s,4.096,8,10,protocol,7.5,230,1034,4.49565,292,292,1,0.942,0.586639,0.452496,0.360256,0.302802,0.237131,0.237131,0.237131,0.237131,0.420485,10
+164s,4.096,8,10,protocol,7.5,230,1031,4.48261,292,288,0.986301,0.956175,0.625786,0.47231,0.379771,0.31823,0.258218,0.258218,0.258218,0.258218,0.420113,10
+165s,4.096,8,10,protocol,7.5,230,1070,4.65217,270,266,0.985185,0.95203,0.667391,0.487302,0.375306,0.316495,0.262169,0.262169,0.262169,0.262169,0.419831,10
+166s,4.096,8,10,protocol,7.5,230,1001,4.35217,276,274,0.992754,0.924354,0.63449,0.477162,0.360666,0.296053,0.252482,0.252482,0.252482,0.252482,0.419675,10
+167s,4.096,8,10,protocol,7.5,230,949,4.12609,300,288,0.96,0.918519,0.614072,0.476821,0.35122,0.289157,0.254867,0.254867,0.254867,0.254867,0.419136,10
+168s,4.096,8,10,protocol,7.5,240,1135,4.72917,374,370,0.989305,0.938742,0.646429,0.523121,0.390929,0.335185,0.283699,0.283699,0.283699,0.283699,0.418592,10
+169s,4.096,8,10,protocol,7.5,240,1176,4.9,400,399,0.9975,0.952239,0.68705,0.568876,0.402529,0.349497,0.298438,0.298438,0.298438,0.298438,0.418736,10
+170s,4.096,8,10,protocol,7.5,240,1144,4.76667,414,405,0.978261,0.951567,0.664602,0.546579,0.39862,0.340127,0.292445,0.292445,0.292445,0.292445,0.418508,10
