SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
+72s,2.048,4,10,protocol,7.5,130,525,4.03846,100,100,1,0.992647,0.904192,0.712264,0.510135,0.472613,0.460366,0.460366,0.460366,0.460366,0.419734
+73s,2.048,4,10,protocol,7.5,130,437,3.36154,98,95,0.969388,0.954167,0.823171,0.613636,0.465517,0.435484,0.412844,0.412844,0.412844,0.412844,0.419223
+74s,2.048,4,10,protocol,7.5,130,403,3.1,80,79,0.9875,0.932773,0.78882,0.585253,0.447183,0.409677,0.38024,0.38024,0.38024,0.38024,0.418363
+75s,2.048,4,10,protocol,7.5,130,407,3.13077,74,74,1,0.971698,0.758824,0.614286,0.464029,0.416129,0.37069,0.37069,0.37069,0.37069,0.417441
+76s,4.096,8,10,protocol,7.5,130,389,2.99231,70,70,1,0.953704,0.76875,0.588517,0.473077,0.395498,0.345506,0.345506,0.345506,0.345506,0.42056
+77s,4.096,8,10,protocol,7.5,130,369,2.83846,80,80,1,0.938596,0.779605,0.564286,0.472112,0.375,0.32027,0.32027,0.32027,0.32027,0.41902
+78s,4.096,8,10,protocol,7.5,130,372,2.86154,80,78,0.975,0.961538,0.802817,0.542857,0.495652,0.357367,0.284289,0.284289,0.284289,0.284289,0.41817
+79s,4.096,8,10,protocol,7.5,130,355,2.73077,94,91,0.968085,0.955,0.741722,0.533333,0.493392,0.355556,0.266667,0.266667,0.266667,0.266667,0.417546
+80s,2.56,5,10,protocol,7.5,130,361,2.77692,84,84,1,1,0.659375,0.502381,0.468889,0.347039,0.237613,0.237613,0.237613,0.237613,0.418203
+81s,2.048,4,10,protocol,7.5,130,346,2.66154,80,79,0.9875,0.955556,0.640625,0.504926,0.43617,0.3125,0.22043,0.22043,0.22043,0.22043,0.418905
+82s,2.048,4,10,protocol,7.5,130,341,2.62308,83,81,0.975904,0.931034,0.6,0.502618,0.384,0.284866,0.201258,0.201258,0.201258,0.201258,0.419941
+83s,2.048,4,10,protocol,7.5,130,343,2.63846,68,67,0.985294,0.938889,0.646853,0.486842,0.37,0.253425,0.196809,0.196809,0.196809,0.196809,0.42011
+84s,2.048,4,10,protocol,7.5,130,334,2.56923,60,60,1,0.913978,0.715953,0.45098,0.343925,0.235897,0.196581,0.196581,0.196581,0.196581,0.420056
+85s,2.048,4,10,protocol,7.5,140,389,2.77857,60,60,1,0.976744,0.820833,0.428261,0.345614,0.232861,0.200815,0.200815,0.200815,0.200815,0.419811
+86s,2.048,4,10,protocol,7.5,140,348,2.48571,68,68,1,0.975,0.720339,0.386364,0.281457,0.197674,0.178571,0.178571,0.178571,0.178571,0.419501
+87s,2.048,4,10,protocol,7.5,140,339,2.42143,96,96,1,0.96875,0.668103,0.353881,0.225291,0.180233,0.164894,0.164894,0.164894,0.164894,0.41944
+88s,2.048,4,10,protocol,7.5,140,345,2.46429,100,100,1,0.96875,0.603846,0.355204,0.221127,0.178409,0.168455,0.168455,0.168455,0.168455,0.419166
+89s,2.048,4,10,protocol,7.5,140,376,2.68571,100,97,0.97,0.9625,0.655303,0.403263,0.235695,0.197941,0.186022,0.186022,0.186022,0.186022,0.418866
+90s,2.048,4,10,protocol,7.5,140,391,2.79286,86,86,1,0.9375,0.695035,0.418803,0.264865,0.226852,0.208511,0.208511,0.208511,0.208511,0.418612
+91s,2.048,4,10,protocol,7.5,140,405,2.89286,74,74,1,0.950276,0.734899,0.401099,0.293566,0.254651,0.224846,0.224846,0.224846,0.224846,0.423162
+92s,2.048,4,10,protocol,7.5,140,427,3.05,58,58,1,0.962617,0.785714,0.398026,0.339888,0.281395,0.240557,0.240557,0.240557,0.240557,0.423145
+93s,2.048,4,10,protocol,7.5,140,428,3.05714,60,59,0.983333,0.9125,0.77439,0.42053,0.365994,0.295349,0.250493,0.250493,0.250493,0.250493,0.423129
+94s,2.048,4,10,protocol,7.5,140,448,3.2,60,60,1,0.924901,0.754237,0.445,0.397914,0.306897,0.261765,0.261765,0.261765,0.261765,0.423368
+95s,2.048,4,10,protocol,7.5,150,480,3.2,86,84,0.976744,0.926829,0.67381,0.445669,0.401989,0.298523,0.262037,0.262037,0.262037,0.262037,0.423566
+96s,2.048,4,10,protocol,7.5,150,497,3.31333,110,104,0.945455,0.915179,0.617391,0.44375,0.394444,0.298947,0.254937,0.254937,0.254937,0.254937,0.423511
+97s,2.048,4,10,protocol,7.5,150,559,3.72667,132,129,0.977273,0.958333,0.7125,0.534375,0.473684,0.351852,0.3,0.3,0.3,0.3,0.423623
+98s,2.048,4,10,protocol,7.5,150,608,4.05333,124,123,0.991935,0.982759,0.791139,0.591483,0.497347,0.376506,0.325521,0.325521,0.325521,0.325521,0.423576
+99s,0.512,1,10,protocol,7.5,150,597,3.98,135,124,0.918519,0.888889,0.814978,0.596774,0.4625,0.362745,0.313559,0.313559,0.313559,0.313559,0.423899
+100s,0,0,10,protocol,7.5,150,618,4.12,100,100,1,0.980663,0.811715,0.610063,0.46747,0.373077,0.332192,0.332192,0.332192,0.332192,0.424291
+101s,0,0,10,protocol,7.5,150,612,4.08,140,140,1,0.981579,0.820833,0.60061,0.441704,0.373814,0.341421,0.341421,0.341421,0.341421,0.42512
+102s,0,0,10,protocol,7.5,150,595,3.96667,160,160,1,0.981579,0.826531,0.60994,0.436422,0.382075,0.356514,0.356514,0.356514,0.356514,0.425976
+103s,0,0,10,protocol,7.5,150,593,3.95333,164,164,1,0.973404,0.776062,0.598214,0.42766,0.372222,0.356383,0.356383,0.356383,0.356383,0.426817
+104s,0,0,10,protocol,7.5,150,620,4.13333,179,179,1,0.985955,0.767273,0.57967,0.443277,0.390741,0.366957,0.366957,0.366957,0.366957,0.427537
+105s,0,0,10,protocol,7.5,160,625,3.90625,160,158,0.9875,0.945355,0.736207,0.525862,0.422772,0.355833,0.318182,0.318182,0.318182,0.318182,0.428184
+106s,0,0,10,protocol,7.5,160,590,3.6875,134,130,0.970149,0.941489,0.708621,0.489286,0.395954,0.34193,0.292319,0.292319,0.292319,0.292319,0.430929
+107s,0,0,10,protocol,7.5,160,559,3.49375,127,125,0.984252,0.929936,0.618033,0.435335,0.356333,0.307504,0.265493,0.265493,0.265493,0.265493,0.430844
+108s,0,0,10,protocol,7.5,160,577,3.60625,156,152,0.974359,0.945783,0.597264,0.428105,0.368668,0.312898,0.271784,0.271784,0.271784,0.271784,0.430846
+109s,0,0,10,protocol,7.5,160,565,3.53125,160,159,0.99375,0.92,0.553936,0.393375,0.351852,0.286145,0.260274,0.260274,0.260274,0.260274,0.430941
+110s,1.536,3,10,protocol,7.5,160,521,3.25625,160,150,0.9375,0.82659,0.497199,0.359312,0.326888,0.255764,0.243151,0.243151,0.243151,0.243151,0.431011
+111s,3.584,7,10,protocol,7.5,160,623,3.89375,156,152,0.974359,0.912329,0.573727,0.428,0.382826,0.308357,0.293151,0.293151,0.293151,0.293151,0.431633
+112s,2.048,4,10,protocol,7.5,160,596,3.725,142,138,0.971831,0.897619,0.576923,0.434132,0.367399,0.315217,0.297741,0.297741,0.297741,0.297741,0.432655
+113s,2.048,4,10,protocol,7.5,160,620,3.875,186,184,0.989247,0.900922,0.610656,0.446108,0.37188,0.323913,0.304496,0.304496,0.304496,0.304496,0.433859
+114s,2.048,4,10,protocol,7.5,160,685,4.28125,244,235,0.963115,0.950495,0.68956,0.510163,0.404839,0.362193,0.343836,0.343836,0.343836,0.343836,0.434816
+115s,2.048,4,10,protocol,7.5,160,692,4.325,314,308,0.980892,0.958874,0.74256,0.489216,0.387422,0.356429,0.34509,0.34509,0.34509,0.34509,0.435782
+116s,2.048,4,10,protocol,7.5,160,725,4.53125,342,342,1,0.989879,0.844551,0.522817,0.400456,0.37165,0.365465,0.365465,0.365465,0.365465,0.436573
+117s,2.048,4,10,protocol,7.5,160,733,4.58125,358,356,0.994413,0.996,0.879139,0.532064,0.407834,0.373944,0.367729,0.367729,0.367729,0.367729,0.437394
+118s,2.048,4,10,protocol,7.5,160,743,4.64375,390,390,1,1,0.819149,0.557971,0.419129,0.379577,0.374306,0.374306,0.374306,0.374306,0.438225
+119s,2.048,4,10,protocol,7.5,160,764,4.775,404,402,0.99505,0.98374,0.810089,0.587097,0.424572,0.384507,0.379167,0.379167,0.379167,0.379167,0.439012
+120s,2.048,4,10,protocol,7.5,160,794,4.9625,412,400,0.970874,0.954545,0.861765,0.636957,0.461781,0.415014,0.40192,0.40192,0.40192,0.40192,0.440085
+121s,5.12,10,10,protocol,7.5,160,832,5.2,372,363,0.975806,0.95053,0.922961,0.684978,0.531304,0.430282,0.415929,0.415929,0.415929,0.415929,0.442701
+122s,4.096,8,10,protocol,7.5,160,813,5.08125,348,340,0.977011,0.971284,0.89645,0.726619,0.545946,0.428571,0.409459,0.409459,0.409459,0.409459,0.442903
+123s,2.048,4,10,protocol,7.5,160,809,5.05625,318,318,1,0.995,0.912463,0.774559,0.559091,0.440544,0.418367,0.418367,0.418367,0.418367,0.443479
+124s,2.048,4,10,protocol,7.5,160,799,4.99375,321,315,0.981308,0.967857,0.881657,0.803235,0.568702,0.457757,0.410468,0.410468,0.410468,0.410468,0.444157
+125s,2.048,4,10,protocol,7.5,160,754,4.7125,288,277,0.961806,0.921053,0.835843,0.736074,0.556112,0.4465,0.382759,0.382759,0.382759,0.382759,0.444859
+126s,2.048,4,10,protocol,7.5,190,852,4.48421,320,320,1,0.942808,0.781401,0.658859,0.513492,0.441337,0.353939,0.353939,0.353939,0.353939,0.444667
+127s,2.048,4,10,protocol,7.5,200,880,4.4,312,297,0.951923,0.932203,0.814149,0.702899,0.534646,0.456931,0.366235,0.366235,0.366235,0.366235,0.444279
+128s,2.048,4,10,protocol,7.5,200,781,3.905,260,245,0.942308,0.885338,0.709443,0.607884,0.465079,0.389628,0.322865,0.322865,0.322865,0.322865,0.444109
+129s,2.048,4,10,protocol,7.5,200,791,3.955,222,222,1,0.972763,0.739401,0.630851,0.470635,0.393758,0.328714,0.328714,0.328714,0.328714,0.443717
+130s,0.512,1,10,protocol,7.5,200,655,3.275,200,191,0.955,0.880859,0.630376,0.492647,0.37701,0.306937,0.263483,0.263483,0.263483,0.263483,0.443767
+131s,0,0,10,protocol,7.5,200,726,3.63,192,192,1,0.926471,0.736152,0.553728,0.411238,0.32289,0.289233,0.289233,0.289233,0.289233,0.443824
+132s,0,0,10,protocol,7.5,200,707,3.535,200,195,0.975,0.942922,0.821549,0.55079,0.40871,0.308081,0.281106,0.281106,0.281106,0.281106,0.443834
+133s,0,0,10,protocol,7.5,200,653,3.265,196,189,0.964286,0.951923,0.781034,0.532315,0.391192,0.290385,0.264912,0.264912,0.264912,0.264912,0.443954
+134s,0,0,10,protocol,7.5,200,596,2.98,168,167,0.994048,0.931373,0.69338,0.489545,0.344291,0.251899,0.235225,0.235225,0.235225,0.235225,0.444086
+135s,0,0,10,protocol,7.5,200,589,2.945,150,148,0.986667,0.9425,0.716117,0.526954,0.335911,0.250641,0.226012,0.226012,0.226012,0.226012,0.444157
+136s,4.096,8,10,protocol,7.5,200,569,2.845,140,140,1,0.9575,0.701465,0.514785,0.330172,0.247736,0.218857,0.218857,0.218857,0.218857,0.445953
+137s,4.096,8,10,protocol,7.5,200,550,2.75,140,140,1,0.897959,0.648551,0.464935,0.298831,0.231865,0.20135,0.20135,0.20135,0.20135,0.445667
+138s,4.096,8,10,protocol,7.5,200,579,2.895,140,140,1,0.944751,0.703636,0.496154,0.321963,0.248395,0.222158,0.222158,0.222158,0.222158,0.445417
+139s,2.048,4,10,protocol,7.5,200,561,2.805,140,138,0.985714,0.931953,0.668403,0.498705,0.320833,0.244289,0.218999,0.218999,0.218999,0.218999,0.445533
+140s,2.048,4,10,protocol,7.5,200,574,2.87,150,149,0.993333,0.9,0.646048,0.460784,0.308703,0.236776,0.205689,0.205689,0.205689,0.205689,0.445708
+141s,2.048,4,10,protocol,7.5,200,579,2.895,164,164,1,0.925824,0.641914,0.467548,0.312199,0.250644,0.215155,0.215155,0.215155,0.215155,0.445685
+142s,2.048,4,10,protocol,7.5,200,611,3.055,180,180,1,0.92973,0.656051,0.47032,0.337152,0.275401,0.230683,0.230683,0.230683,0.230683,0.445745
+143s,2.048,4,10,protocol,7.5,200,659,3.295,210,210,1,0.954787,0.776667,0.506522,0.375806,0.319178,0.264773,0.264773,0.264773,0.264773,0.445656
+144s,2.048,4,10,protocol,7.5,200,702,3.51,240,239,0.995833,0.943069,0.770358,0.508602,0.357251,0.318304,0.273727,0.273727,0.273727,0.273727,0.445593
+145s,2.048,4,10,protocol,7.5,200,635,3.175,254,243,0.956693,0.886364,0.667692,0.481153,0.325581,0.294038,0.259259,0.259259,0.259259,0.259259,0.445622
+146s,2.048,4,10,protocol,7.5,200,639,3.195,270,267,0.988889,0.934091,0.662121,0.491011,0.332067,0.30055,0.258274,0.258274,0.258274,0.258274,0.445926
+147s,2.048,4,10,protocol,7.5,210,711,3.38571,322,321,0.996894,0.964583,0.684659,0.498965,0.356509,0.321333,0.270787,0.270787,0.270787,0.270787,0.44597
+148s,2.048,4,10,protocol,7.5,210,753,3.58571,350,347,0.991429,0.972,0.718056,0.511881,0.379589,0.344667,0.288827,0.288827,0.288827,0.288827,0.44597
+149s,2.048,4,10,protocol,7.5,210,742,3.53333,348,338,0.971264,0.952941,0.730556,0.505769,0.384503,0.348344,0.293527,0.293527,0.293527,0.293527,0.446007
+150s,2.048,4,10,protocol,7.5,210,849,4.04286,330,330,1,0.996139,0.810555,0.580426,0.445685,0.386951,0.332778,0.332778,0.332778,0.332778,0.446076
+151s,4.096,8,10,protocol,7.5,210,823,3.91905,320,312,0.975,0.952727,0.78629,0.589718,0.442511,0.367001,0.321782,0.321782,0.321782,0.321782,0.448578
+152s,4.096,8,10,protocol,7.5,210,815,3.88095,300,298,0.993333,0.953901,0.741645,0.582828,0.433183,0.354423,0.317033,0.317033,0.317033,0.317033,0.448634
+153s,4.096,8,10,protocol,7.5,210,784,3.73333,298,298,1,0.970696,0.726923,0.603191,0.417526,0.345311,0.311196,0.311196,0.311196,0.311196,0.448712
+154s,4.096,8,10,protocol,7.5,210,793,3.77619,318,318,1,0.981413,0.768325,0.638043,0.419286,0.353614,0.324309,0.324309,0.324309,0.324309,0.448902
+155s,4.096,8,10,protocol,7.5,210,768,3.65714,322,318,0.987578,0.961111,0.787838,0.616279,0.399315,0.352053,0.323889,0.323889,0.323889,0.323889,0.449161
+156s,4.096,8,10,protocol,7.5,210,776,3.69524,318,318,1,0.981949,0.776,0.6,0.404729,0.350602,0.31324,0.31324,0.31324,0.31324,0.449526
+157s,4.096,8,10,protocol,7.5,220,771,3.50455,268,266,0.992537,0.950166,0.753731,0.58835,0.400264,0.344318,0.308554,0.308554,0.308554,0.308554,0.449651
+158s,4.096,8,10,protocol,7.5,220,817,3.71364,228,223,0.97807,0.951456,0.753041,0.582314,0.411023,0.349323,0.305981,0.305981,0.305981,0.305981,0.449646
+159s,4.096,8,10,protocol,7.5,220,837,3.80455,220,220,1,0.932358,0.77561,0.561837,0.426273,0.361364,0.311459,0.311459,0.311459,0.311459,0.449749
+160s,4.096,8,10,protocol,7.5,230,813,3.53478,232,232,1,0.945455,0.765931,0.533276,0.396825,0.336022,0.283575,0.283575,0.283575,0.283575,0.449635
+161s,4.096,8,10,protocol,7.5,230,762,3.31304,264,259,0.981061,0.915709,0.657077,0.471901,0.366026,0.303401,0.251986,0.251986,0.251986,0.251986,0.449432
+162s,4.096,8,10,protocol,7.5,230,770,3.34783,280,277,0.989286,0.949799,0.619808,0.469355,0.371648,0.314255,0.248931,0.248931,0.248931,0.248931,0.449227
+163s,4.096,8,10,protocol,7.5,230,747,3.24783,292,291,0.996575,0.938,0.58142,0.44847,0.357051,0.300108,0.235021,0.235021,0.235021,0.235021,0.449201
+164s,4.096,8,10,protocol,7.5,230,761,3.3087,292,288,0.986301,0.948207,0.615304,0.464399,0.37341,0.3129,0.253893,0.253893,0.253893,0.253893,0.449164
+165s,4.096,8,10,protocol,7.5,230,788,3.42609,270,266,0.985185,0.942804,0.656522,0.479365,0.369193,0.31134,0.257899,0.257899,0.257899,0.257899,0.449197
+166s,2.048,4,10,protocol,7.5,230,698,3.03478,276,265,0.960145,0.863469,0.595445,0.447798,0.338471,0.277834,0.236944,0.236944,0.236944,0.236944,0.45649
+167s,2.048,4,10,protocol,7.5,230,720,3.13043,300,289,0.963333,0.914815,0.610874,0.474338,0.34939,0.287651,0.25354,0.25354,0.25354,0.25354,0.462255
+168s,2.048,4,10,protocol,7.5,240,804,3.35,374,357,0.954545,0.895695,0.60625,0.490607,0.366631,0.314352,0.266066,0.266066,0.266066,0.266066,0.467674
+169s,2.048,4,10,protocol,7.5,240,880,3.66667,400,385,0.9625,0.919403,0.668165,0.553239,0.391465,0.33989,0.290234,0.290234,0.290234,0.290234,0.472095
+170s,0,0,10,protocol,7.5,240,873,3.6375,414,396,0.956522,0.933048,0.653982,0.537846,0.392251,0.334692,0.287773,0.287773,0.287773,0.287773,0.475855
+171s,0,0,10,protocol,7.5,240,823,3.42917,444,425,0.957207,0.904167,0.649254,0.500359,0.369035,0.315933,0.269767,0.269767,0.269767,0.269767,0.478951
+172s,0,0,10,protocol,7.5,240,901,3.75417,496,493,0.993952,0.955966,0.710626,0.525983,0.410636,0.343893,0.289861,0.289861,0.289861,0.289861,0.480392
+173s,0,0,10,protocol,7.5,240,905,3.77083,518,505,0.974903,0.95858,0.763527,0.521204,0.425223,0.35842,0.301067,0.301067,0.301067,0.301067,0.481695
+174s,0,0,10,protocol,7.5,240,901,3.75417,508,498,0.980315,0.963359,0.764056,0.524828,0.428974,0.362381,0.305377,0.305377,0.305377,0.305377,0.482816
+175s,0,0,10,protocol,7.5,240,889,3.70417,468,452,0.965812,0.960245,0.742944,0.507576,0.414045,0.354668,0.300939,0.300939,0.300939,0.300939,0.483776
+176s,0,0,10,protocol,7.5,240,861,3.5875,422,404,0.957346,0.924699,0.716,0.495159,0.406356,0.346228,0.299832,0.299832,0.299832,0.299832,0.484757
+177s,1.536,3,10,protocol,7.5,240,885,3.6875,374,364,0.973262,0.922492,0.694207,0.526657,0.410674,0.353824,0.31333,0.31333,0.31333,0.31333,0.48548
+178s,2.048,4,10,protocol,7.5,240,879,3.6625,346,332,0.959538,0.89426,0.69186,0.534431,0.41129,0.346602,0.305389,0.305389,0.305389,0.305389,0.486181
+179s,2.048,4,10,protocol,7.5,240,877,3.65417,316,314,0.993671,0.897476,0.726908,0.533923,0.427896,0.351456,0.310997,0.310997,0.310997,0.310997,0.486983
+180s,2.048,4,10,protocol,7.5,240,893,3.72083,294,292,0.993197,0.919355,0.74177,0.530147,0.433293,0.348984,0.309974,0.309974,0.309974,0.309974,0.487729
+181s,4.096,8,10,protocol,7.5,240,829,3.45417,314,312,0.993631,0.91129,0.699584,0.500744,0.430858,0.323247,0.283727,0.283727,0.283727,0.283727,0.493326
+182s,4.096,8,10,protocol,7.5,240,787,3.27917,340,333,0.979412,0.924296,0.666311,0.476372,0.424592,0.302078,0.265506,0.265506,0.265506,0.265506,0.495694
